Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER  ,1937360 ,ACTIVE  ,"35,000 (2021) ",09/20/2022 ,SUNSHINE LANDSCAPE CONTRACTORS INC , ,"38 PLANTATION PARK DR
BLUFFTON, SC   29910  ",(843) 757-7256  ,"38 PLANTATION PARK DR
BLUFFTON, SC   29910  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1937360&original_query_string=SUNSHINE LANDSCAPE CONTRACTORS INC,N/A
CARRIER  ,2068146 ,ACTIVE  , ,08/21/2010 ,T & G BUILDING MAINTENANCE , ,"165 GEORGE URBAN BLVD
CHEEKTOWAGA, NY   14225  ",(716) 907-1878  ,"165 GEORGE URBAN BLVD
CHEEKTOWAGA, NY   14225  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2068146&original_query_string=T & G BUILDING MAINTENANCE,N/A
CARRIER  ,1475958 ,ACTIVE  , ,04/05/2006 ,T & H TRANSPORT LLC , ,"337 SADDLEBROOKE CIRCLE
LEXINGTON, SC   29072  ",(803) 767-5402  ,"337 SADDLEBROOKE CIRCLE
LEXINGTON, SC   29072  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1475958&original_query_string=T & H TRANSPORT LLC,N/A
CARRIER  ,2554189 ,ACTIVE  ,"118,634 (2023) ",09/04/2024 ,T & S TRANSIT INC , ,"3389 HELMSTETLER ROAD
LEXINGTON, NC   27295  ",(336) 425-9170  ,"3389 HELMSTETLER ROAD
LEXINGTON, NC   27295  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2554189&original_query_string=T & S TRANSIT INC,N/A
CARRIER  ,1084726 ,ACTIVE  ,300 (2002) ,01/03/2003 ,THOMAS ALBERT FRANA ,T FRANA CONSTRUCTION INC ,"20695 206 ST W
FARIBAULT, MN   55021  ",(507) 334-4678  ,"20695 206 ST W
FARIBAULT, MN   55021  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1084726&original_query_string=T FRANA CONSTRUCTION INC,N/A
CARRIER  ,703950 ,ACTIVE  ,"12,081 (2004) ",04/25/2005 ,THERESA HOWARD EXCAVATION CO INC ,T H E COMPANY ,"KY 1355
LANCASTER, KY   40444  ",(859) 548-2360  ,"2330 SUTTON LANE
LANCASTER, KY   40444  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=703950&original_query_string=T H E COMPANY,N/A
CARRIER  ,2079210 ,ACTIVE  ,0 () ,09/23/2010 ,TECH BROADBAND SERVICES LLC , ,"19003 FM 521
BONNEY, TX   77583  ",(262) 770-1536  ,"PO BOX 56
BRISTOL, WI   53104  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2079210&original_query_string=TECH BROADBAND SERVICES LLC,N/A
SHIPPER  ,1126756 ,ACTIVE  , ,05/07/2003 ,THE FULLER COMPANY , ,"1280 RIVERSIDE DRIVE SUITE B
MIRA LOMA, CA   91752  ", ,"1280 RIVERSIDE DRIVE SUITE B
MIRA LOMA, CA   91752  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1126756&original_query_string=THE FULLER COMPANY,N/A
CARRIER  ,860320 ,ACTIVE  ,"40,000 (1999) ", ,STEVENS TROPICAL PLANTATION INC ,THE STEVENS COMPANY ,"6550 OKEECHOBEE BLVD
WEST PALM BEACH, FL   33411  ",(561) 683-4701  ,"6550 OKEECHOBEE BLVD
WEST PALM BEACH, FL   33411  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=860320&original_query_string=THE STEVENS COMPANY,N/A
CARRIER  ,1936672 ,ACTIVE  ,"8,000 (2009) ",04/30/2010 ,THEROUX DEVELOPMENT COMPANY INC , ,"1433 EIFERT ROAD
HOLT, MI   48842  ",(517) 694-0414  ,"1433 EIFERT ROAD
HOLT, MI   48842  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1936672&original_query_string=THEROUX DEVELOPMENT COMPANY INC,N/A
CARRIER  ,1084726 ,ACTIVE  ,300 (2002) ,01/03/2003 ,THOMAS ALBERT FRANA ,T FRANA CONSTRUCTION INC ,"20695 206 ST W
FARIBAULT, MN   55021  ",(507) 334-4678  ,"20695 206 ST W
FARIBAULT, MN   55021  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1084726&original_query_string=THOMAS ALBERT FRANA,N/A
CARRIER  ,1160145 ,ACTIVE  , ,08/14/2003 ,TIERNAN'S HOME CENTER INC , ,"ROUTE 37
WADDINGTON, NY   13694  ",(315) 388-5623  ,"ROUTE 37 BOX 723
WADDINGTON, NY   13694  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1160145&original_query_string=TIERNAN'S HOME CENTER INC,N/A
CARRIER  ,981545 ,ACTIVE  , ,09/18/2001 ,TIMOTHY ALAN DEDRICK , ,"246 JARED COURT
PHOENIX, OR   97535  ",(541) 535-6105  ,"246 JARED COURT
PHOENIX, OR   97535  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=981545&original_query_string=TIMOTHY ALAN DEDRICK,N/A
CARRIER  ,4208951 ,OUT-OF-SERVICE  , ,04/04/2024 ,TITAN ANALYTICS LLC , ,"1322 MAIZE LN
LEBANON, TN   37087  ",(615) 935-6788  ,"1322 MAIZE LN
LEBANON, TN   37087-2174  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4208951&original_query_string=TITAN ANALYTICS LLC,N/A
CARRIER  ,2951773 ,ACTIVE  ,"40,000 (2023) ",01/19/2023 ,TM'S CUSTOM COUNTERTOPS AND SERVICE LLC ,TM'S COUNTERTOPS ,"5035 S 54TH ST
OMAHA, NE   68117  ",(402) 706-0226  ,"5035 S 54TH ST
OMAHA, NE   68117  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2951773&original_query_string=TM'S CUSTOM COUNTERTOPS AND SERVICE LLC,N/A
SHIPPER  ,592193 ,ACTIVE  , , ,TOLEDO PICKLING AND STEEL SALES , ,"1149 CAMPBELL ST
TOLEDO, OH   43607  ",(419) 255-1570  ,"P O BOX 3395
TOLEDO, OH   43607  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=592193&original_query_string=TOLEDO PICKLING AND STEEL SALES,N/A
CARRIER  ,3942686 ,ACTIVE  ,"67,865 (2024) ",10/07/2024 ,TOLEDO'S TRANSPORTATION LLC , ,"2532 HUNTINGTON DR APT 207
DUARTE, CA   91010-2293  ",(626) 224-0961  ,"2532 HUNTINGTON DR APT 207
DUARTE, CA   91010-2293  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3942686&original_query_string=TOLEDO'S TRANSPORTATION LLC,N/A
CARRIER  ,929836 ,ACTIVE  ,"220,000 () ", ,TOM AND KAREN FRANKLIN TRUCKING , ,"4242 RACCOON ROAD
ZOLFO SPRINGS, FL   33890  ",(863) 452-1464  ,"4242 RACCOON ROAD
ZOLFO SPRINGS, FL   33890  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=929836&original_query_string=TOM AND KAREN FRANKLIN TRUCKING,N/A
CARRIER  ,2606949 ,ACTIVE  , , ,TOMAS MANRIQUEZ , ,"12075 FOOTHILL BLVD
SYLMAR, CA   91342  ",(818) 792-2703  ,"14906 POLK ST
SYLMAR, CA   91342  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2606949&original_query_string=TOMAS MANRIQUEZ,N/A
CARRIER  ,1683202 ,ACTIVE  ,"10,000 (2007) ",02/04/2008 ,TOWN AND COUNTRY OUTDOOR SERVICE LLC , ,"1683 DINIUS RD
TECUMSEH, MI   49286  ",(517) 605-2884  ,"1683 DINIUS RD
TECUMSEH, MI   49286  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1683202&original_query_string=TOWN AND COUNTRY OUTDOOR SERVICE LLC,N/A
CARRIER  ,3972168 ,ACTIVE  ,"10,000 (2023) ",04/04/2024 ,TRANSCARGO LOADGISTICS LLC , ,"641 PROGRESO
EAGLE PASS, TX   78852  ",(830) 513-7518  ,"641 PROGRESO
EAGLE PASS, TX   78852-6565  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3972168&original_query_string=TRANSCARGO LOADGISTICS LLC,N/A
CARRIER  ,4001913 ,ACTIVE  , ,12/22/2022 ,GOFORAY TRANSPORTATION LLC ,TRANSPORTATION ,"17538 CALCITE DR
HAGERSTOWN, MD   21740  ",(240) 520-8444  ,"17538 CALCITE DR
HAGERSTOWN, MD   21740-2098  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4001913&original_query_string=TRANSPORTATION,N/A
CARRIER  ,385886 ,ACTIVE  ,"3,149,667 (2023) ",06/11/2024 ,TRANSPORTATION CHARTER SERVICES INC , ,"1931 N BATAVIA STREET
ORANGE, CA   92865  ",(714) 637-4300  ,"1931 N BATAVIA STREET
ORANGE, CA   92865  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=385886&original_query_string=TRANSPORTATION CHARTER SERVICES INC,N/A
CARRIER  ,1053667 ,ACTIVE  ,"8,370 (2023) ",05/02/2024 ,TRANSPORTES EL DOLAR SA DE CV ,TRANSPORTES EL DOLAR ,"AVENIDA MANUEL BARRAGAN 219 A
SAN NICOLAS DE LOS GA, NL   66420  ",(528) 182-0405  ,"1211 SAN DARIO AVE # 740
LAREDO, TX   78040  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1053667&original_query_string=TRANSPORTES EL DOLAR,N/A
CARRIER  ,1053667 ,ACTIVE  ,"8,370 (2023) ",05/02/2024 ,TRANSPORTES EL DOLAR SA DE CV ,TRANSPORTES EL DOLAR ,"AVENIDA MANUEL BARRAGAN 219 A
SAN NICOLAS DE LOS GA, NL   66420  ",(528) 182-0405  ,"1211 SAN DARIO AVE # 740
LAREDO, TX   78040  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1053667&original_query_string=TRANSPORTES EL DOLAR SA DE CV,N/A
CARRIER  ,819319 ,ACTIVE  ,"10,000 (1998) ", ,DANIEL D JOHNSON ,TRI J SANITATION ,"109 WHITETAIL
OPAL, WY   83124  ",(307) 877-5977  ,"PO BOX 98
OPAL, WY   83124-0098  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=819319&original_query_string=TRI J SANITATION,N/A
CARRIER  ,3042185 ,ACTIVE  , ,08/25/2017 ,ROBERT V HILL ,TRIANGLE CRANE ,"5624 MARIAN LN
OXFORD, NC   27565-9101  ",(919) 690-4335  ,"5624 MARIAN LN
OXFORD, NC   27565-9101  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3042185&original_query_string=TRIANGLE CRANE,N/A
CARRIER  ,4110818 ,ACTIVE  , ,08/01/2023 ,TRIED N TRUE TRANSPORT LLC , ,"5102 LOG WAGON RD
OCOEE, FL   34761  ",(607) 361-7292  ,"5102 LOG WAGON RD
OCOEE, FL   34761-8116  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4110818&original_query_string=TRIED N TRUE TRANSPORT LLC,N/A
CARRIER  ,3241540 ,ACTIVE  ,1 (2023) ,05/03/2024 ,TRIPLE H PIPE & MECHANICAL INC , ,"1013 TROUT RUN RD
ST MARYS, PA   15857  ",(814) 781-3444  ,"1013 TROUT RUN RD
SAINT MARYS, PA   15857-3124  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3241540&original_query_string=TRIPLE H PIPE & MECHANICAL INC,N/A
CARRIER  ,1984811 ,ACTIVE  , ,01/16/2010 ,MARK ALBERTSON ,TWIN RIVER RANCH ,"3385 BROPHY ROAD
EAGLE POINT, OR   97524  ",(541) 890-6275  ,"3385 BROPHY ROAD
EAGLE POINT, OR   97524  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1984811&original_query_string=TWIN RIVER RANCH,N/A
CARRIER  ,3964657 ,ACTIVE  , ,10/05/2022 ,TWINE TRANSPORT LTD , ,"4311 SNAP TURTLE DR
CARY, NC   27519  ",(984) 999-8448  ,"4311 SNAP TURTLE DR
CARY, NC   27519-7489  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3964657&original_query_string=TWINE TRANSPORT LTD,N/A
SHIPPER  ,414318 ,ACTIVE  , , ,U S CHROME CORPORATION OF PENNSYLVANIA , ,"750 W WASHINGTON ST
NORRISTOWN, PA   19401-4533  ",(215) 272-1945  ,"P O BOX 603
NORRISTOWN, PA   19404-0603  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=414318&original_query_string=U S CHROME CORPORATION OF PENNSYLVANIA,N/A
CARRIER  ,3962778 ,ACTIVE  ,"10,000 (2023) ",11/17/2024 ,UPPER LEVEL CUSTOMS LLC ,UPPER LEVEL TRANSPORT ,"14841 MONROE RD
OKMULGEE, OK   74447  ",(918) 600-5748  ,"14841 MONROE RD
OKMULGEE, OK   74447  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3962778&original_query_string=UPPER LEVEL TRANSPORT,N/A
CARRIER  ,1087318 ,ACTIVE  , ,12/13/2002 ,USA STREET AND CURB CLEANING , ,"10504-U541 NORTH
PALMETTO, FL   34221-8725  ",(941) 746-1191  ,"10504-U541 NORTH
PALMETTO, FL   34221-8725  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1087318&original_query_string=USA STREET AND CURB CLEANING,N/A
CARRIER  ,1215983 ,ACTIVE  ,"10,000 (2003) ",02/27/2004 ,VAN WINKLE MASONRY INC , ,"2123 HIGH
BEATRICE, NE   68310  ",(402) 223-3728  ,"2123 HIGH
BEATRICE, NE   68310  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1215983&original_query_string=VAN WINKLE MASONRY INC,N/A
SHIPPER  ,410296 ,ACTIVE  , , ,VAUGHAN BROS INC , ,"1022 W BURNSIDE ST
PORTLAND, OR   97209-3115  ",(503) 228-6485  ,"1022 W BURNSIDE ST
PORTLAND, OR   97209-3115  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=410296&original_query_string=VAUGHAN BROS INC,N/A
CARRIER  ,1644658 ,ACTIVE  ,"10,000 (2014) ",11/14/2014 ,CLIFFORD G BERKITT ,VI TRANSPORTATION ,"6703 TREECREST PARKWAY
DECATUR, GA   30035  ",(678) 637-8044  ,"6703 TREECREST PARKWAY
DECATUR, GA   30035  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1644658&original_query_string=VI TRANSPORTATION,N/A
CARRIER  ,709088 ,ACTIVE  , , ,W & P COAL COMPANY INC , ,"228A E MAIN ST
WHITESBURG, KY   41858  ",(606) 633-8098  ,"228A E MAIN ST
WHITESBURG, KY   41858  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=709088&original_query_string=W & P COAL COMPANY INC,N/A
CARRIER  ,854788 ,ACTIVE  ,"40,000 (1999) ", ,W AND S TRUCKING , ,"6418 N BLACKDAIRY ROAD
SEFFNER, FL   33584  ",(813) 626-3515  ,"6418 N BLACKDAIRY ROAD
SEFFNER, FL   33584  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=854788&original_query_string=W AND S TRUCKING,N/A
SHIPPER  ,365166 ,ACTIVE  , , ,WALLACE AND TIERNAN INC , ,"1901 WEST GARDEN ROAD
VINELAND, NJ   08360  ",(609) 507-7141  ,"1901 WEST GARDEN ROAD
VINELAND, NJ   08360  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=365166&original_query_string=WALLACE AND TIERNAN INC,N/A
CARRIER  ,532332 ,ACTIVE  ,"10,000 (1998) ",02/20/2001 ,WALTER L AND JOANNE D SMITH , ,"BOX 3
SOUTH ACWORTH, NH   03607-0003  ", ,"BOX 3
SOUTH ACWORTH, NH   03607-0003  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=532332&original_query_string=WALTER L AND JOANNE D SMITH,N/A
CARRIER  ,1016169 ,ACTIVE  , ,04/02/2002 ,WAYNE BONE AND SONS ELECTRIC INC , ,"62 S 3200 W
LAYTON, UT   84041  ",(801) 544-0887  ,"62 S 3200 W
LAYTON, UT   84041  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1016169&original_query_string=WAYNE BONE AND SONS ELECTRIC INC,N/A
CARRIER  ,741401 ,ACTIVE  , , ,WAYNE EARL MORGAN & ANTHONIA JEAN MORGAN ,GREENACRES TV CABLE ,"85 CORDELL LN
COOS BAY, OR   97420  ",(541) 267-4788  ,"85 CORDELL LN
COOS BAY, OR   97420  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=741401&original_query_string=WAYNE EARL MORGAN & ANTHONIA JEAN MORGAN,N/A
SHIPPER  ,530511 ,ACTIVE  , , ,WEDDING AND ASSOCIATES , ,"PO BOX 1756
FORT COLLINS, CO   80522  ",(970) 221-0678  ,"PO BOX 1756
FORT COLLINS, CO   80522  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=530511&original_query_string=WEDDING AND ASSOCIATES,N/A
CARRIER  ,1639117 ,ACTIVE  ,"12,000 (2007) ",07/09/2007 ,WESTTOWN CHANDELIER RESTORATION INC , ,"74 CR12
WESTTOWN, NY   10998  ",(845) 726-0929  ,"74 CR12
WESTTOWN, NY   10998  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1639117&original_query_string=WESTTOWN CHANDELIER RESTORATION INC,N/A
CARRIER  ,1657663 ,ACTIVE  , ,06/19/2007 ,WINCHESTER TRANSPORT LLC , ,"2058 TOWNSITE ROAD
WINCHESTER, WI   54557  ",(715) 686-7227  ,"2058 TOWNSITE ROAD
WINCHESTER, WI   54557  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1657663&original_query_string=WINCHESTER TRANSPORT LLC,N/A
CARRIER  ,2749027 ,ACTIVE  , , ,STEWART O DEGNER ,WINE COUNTRY BALANCE ,"127 CASA VERDE COURT
SONOMA, CA   95476  ",(707) 938-0961  ,"127 CASA VERDE COURT
SONOMA, CA   95476  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2749027&original_query_string=WINE COUNTRY BALANCE,N/A
CARRIER  ,647027 ,ACTIVE  ,480 () , ,WINFRED BRANTLEY , ,"14050 HWY 132 WEST
CLAY, KY   42404  ",(502) 664-2535  ,"14050 HWY 132 WEST
CLAY, KY   42404  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=647027&original_query_string=WINFRED BRANTLEY,N/A
CARRIER  ,4168698 ,ACTIVE  ,1 (2023) ,01/04/2024 ,WINSTON&COMPANY TRANSPORTATION LLC , ,"2123 GREENWOOD DR
PORTSMOUTH, VA   23702  ",(757) 738-3084  ,"2123 GREENWOOD DR
PORTSMOUTH, VA   23702-1706  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4168698&original_query_string=WINSTON&COMPANY TRANSPORTATION LLC,N/A
CARRIER  ,2902871 ,ACTIVE  ,"3,000 (2019) ",02/28/2019 ,XTREME TRUCK AND TRAILER REPAIR , ,"338 COUNTY ROAD 801
FLAT ROCK, AL   35966-8336  ",(256) 996-4849  ,"338 COUNTY ROAD 801
FLAT ROCK, AL   35966-8336  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2902871&original_query_string=XTREME TRUCK AND TRAILER REPAIR,N/A
CARRIER  ,1689855 ,ACTIVE  , ,09/20/2007 ,YANDROS PEREIRA , ,"20505 NW 45 AVENUE
MIAMI GARDENS, FL   33055  ",(786) 970-5422  ,"20505 NW 45 AVENUE
MIAMI GARDENS, FL   33055  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1689855&original_query_string=YANDROS PEREIRA,N/A
CARRIER  ,3940988 ,ACTIVE  ,"97,584 (2023) ",10/07/2024 ,YAZI TRANSPORT INC , ,"2069 QUITO LOOP
LAREDO, TX   78045  ",(407) 319-5408  ,"2069 QUITO LOOP
LAREDO, TX   78045  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3940988&original_query_string=YAZI TRANSPORT INC,N/A
CARRIER  ,1975973 ,ACTIVE  ,"10,000 (2023) ",03/28/2024 ,YORIKHO LAND DEVELOPMENT LLC , ,"19153 PALMER CREEK DR
SAUCIER, MS   39574  ",(803) 310-8088  ,"19153 PALMER CREEK DR
SAUCIER, MS   39574  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1975973&original_query_string=YORIKHO LAND DEVELOPMENT LLC,N/A
CARRIER  ,2564847 ,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed  ,"112,380 (2021) ",08/18/2022 ,ZAHA'S T&L TRANSPORT INC , ,"4004 JERSEY RIDGE RD
DAVENPORT, IA   52807  ",(563) 940-0038  ,"4004 JERSEY RIDGE RD
DAVENPORT, IA   52807  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2564847&original_query_string=ZAHA'S T&L TRANSPORT INC,N/A
